Rank,IAAF Points,Distance,Finish Time,Joggler,Gender,Nationality,Date,Drops,Notes / Result Links
192,394,3b 100m,0:00:13.30,Tuey Wilson,M,USA,22/07/1989,?,http://www.juggling.org/orgs/ija/champs.txt
193,394,3b 100m,0:00:13.00,Jerome Ellis,M,USA,26/07/1986,?,http://www.juggling.org/orgs/ija/champs.txt
194,394,3b 100m,0:00:13.84,John Ellwanger,M,USA,21/07/1984,?,http://www.juggling.org/orgs/ija/champs.txt
195,394,3b 100m,0:00:13.90,Sterling Franklin,M,USA,2024,?,IJA Database
196,394,3b 100m,0:00:13.96,Sterling Franklin,M,USA,2020,?,IJA Database
197,394,5b 100m,0:00:13.80,Owen Morse,M,USA,1988,0,https://www.youtube.com/watch?v=g18oD4SjaEs
198,392,3b 5km,0:17:44.00,Samuel Dean,M,USA,01/02/2026,1,"https://runsignup.com/Race/Results/138564/IndividualResult/RJQqT?resultSetId=624251#U50715666
https://www.strava.com/activities/17250662072/overview"
199,392,3b 5km,0:17:44.40,Samuel Dean,M,USA,06/10/2024,0,https://www.strava.com/activities/12592511722
200,390,3b 3km,0:10:21.00,Scott Jenkins,M,GBR,26/05/2023,0,https://www.strava.com/activities/9143369867
201,390,3b 10km,0:38:10.00,Michal Kapral,M,CAN,13/10/2007,?,"https://sportstats.one/event/crs-zoo-run/leaderboard/2982 
https://thejoggler.blogspot.com/2007/10/monkeying-around-at-oasis-zoorun.html"
202,388,3b Half Marathon,1:24:28.00,Scott Jenkins,M,GBR,25/05/2025,0,https://www.strava.com/activities/14591295757 https://sportstats.one/event/ottawa-race-weekend/leaderboard/143801
203,387,3b 400m,0:01:16.60,Gabrielle Foran,F,CAN,02/08/2014,?,IJA Database
204,387,3b 400m,0:01:16.00,Christa Rypins,F,USA,21/07/1990,?,http://www.juggling.org/orgs/ija/champs.txt
205,386,3b Mile,0:05:10.00,Scott Jenkins,M,GBR,26/08/2025,0,https://www.strava.com/activities/15596912064
206,386,3b 5km,0:17:47.00,Aaron Scott,M,USA,03/04/2020,1,https://www.youtube.com/watch?v=NYNBRc9AKHE
207,386,3b 5km,0:17:47.00,Michael-Lucien Bergeron,M,CAN,20/05/2017,?,https://www.sportstats.ca/display-results.xhtml?raceid=42181&status=results&lastname=Bergeron     https://www.facebook.com/664250217053533/posts/pfbid02AgUtA5gMLKM8xnTKednYBmKC4xshKLLrVbZs8PcD2xoLobwPAifzwaotF4kj43N2l/?app=fbl
208,383,3b 800m,0:02:18.74,Samuel Dean,M,USA,30/05/2025,0,Manually timed by Scott Jenkins. https://www.strava.com/activities/14646922592
209,383,3b 800m,0:02:18.20,Samuel Dean,M,USA,2025,?,IJA Database
210,376,3b 5km,0:17:52.00,Samuel Dean,M,USA,21/09/2024,0,https://www.strava.com/activities/12468382727
211,372,3b Half Marathon,1:25:10.00,Tyler Wishau,M,USA,18/10/2015,?,https://www.onlineraceresults.com/race/view_race.php?race_id=48212&re_NO=e.g.%2C+1946&re_FN=tyler&re_LN=e.g.%2C+Desch&re_CITY=&re_STATE=&re_DIVISION=&submit_action=select_result&race_id=48212#results
212,370,3b 5km,0:17:55.00,Robert Slick,M,0,21/07/1990,?,http://www.juggling.org/orgs/ija/champs.txt
213,369,3b 10km,0:38:34.98,Scott Jenkins,M,GBR,02/02/2025,0,https://www.strava.com/activities/13517740366
214,368,3b 400m,0:01:00.23,Scott Jenkins,M,GBR,06/08/2026,?,https://drive.google.com/file/d/1qnrcWsPurOdbl_2fbmmvB_rNF_XWH7Ph/view?usp=sharing
215,368,3b 400m,0:01:00.29,Scott Jenkins,M,GBR,09/08/2025,0,EJC results in Joggler's United Group
216,368,3b Marathon,3:06:45.00,Michal Kapral,M,CAN,17/04/2006,14,
217,368,3b 400m,0:01:00.60,Chris Essick,M,USA,17/07/2002,?,https://dev.juggle.org/history/champs/champs2002.php
218,368,3b 400m,0:01:00.16,Albert Lucas,M,USA,05/08/2000,?,https://dev.juggle.org/history/champs/champs2000.php
219,368,3b 400m,0:01:00.46,Travis Saunders,M,CAN,05/08/2000,?,https://dev.juggle.org/history/champs/champs2000.php
220,368,3b 5km,0:23:45.00,Heather Marriott,F,USA,06/08/1997,?,https://dev.juggle.org/history/champs/champs1997.php
221,368,3b 400m,0:01:00.90,Albert Lucas,M,USA,20/07/1996,?,https://dev.juggle.org/history/champs/champs1996.php
222,367,3b 200m,0:00:27.96,David Ferman,M,USA,14/07/2009,?,https://dev.juggle.org/history/champs/champs2009.php
223,367,3b 200m,0:00:27.00,Albert Lucas,M,USA,17/07/2002,?,https://dev.juggle.org/history/champs/champs2002.php
224,367,3b 200m,0:00:27.66,Albert Lucas,M,USA,05/08/2000,?,https://dev.juggle.org/history/champs/champs2000.php
225,367,3b 200m,0:00:27.44,Travis Saunders,M,CAN,05/08/2000,?,https://dev.juggle.org/history/champs/champs2000.php
226,366,3b 800m,0:02:19.20,Samuel Dean,M,USA,11/07/2024,?,IJA Database
227,366,3b 5km,0:17:57.40,Charles Schweitzer,M,USA,20/07/2011,?,IJA Database
228,366,3b 800m,0:02:19.10,Henry Wellenstein,M,USA,2020,?,IJA Database
229,365,3b Mile,0:05:13.76,Chris Edwin,M,GBR,17/05/2026,0,https://youtu.be/yeAhMs8cxGs?si=zl-8Qt0RWwtn6bH9
230,365,3b Mile,0:05:13.00,Scott Jenkins,M,GBR,29/07/2025,0,https://www.strava.com/activities/15279159052
231,365,3b Marathon,3:07:05.00,Zach Warren,M,USA,20/11/2005,?,https://www.thecrimson.com/article/2005/11/30/marathon-man-grad-student-keeps-balls/
232,365,3b Mile,0:05:13.00,Reese Edwards,M,0,06/08/1997,?,https://dev.juggle.org/history/champs/champs1997.php
233,364,3b 5km,0:17:58.00,Samuel Dean,M,USA,02/06/2024,0,https://www.strava.com/activities/11556827273
234,364,3b 400m,0:01:17.69,Lana Bolin,F,USA,05/08/2000,?,https://dev.juggle.org/history/champs/champs2000.php
235,364,3b Mile,0:06:43.40,Christa Rypins,F,USA,21/07/1990,?,http://www.juggling.org/orgs/ija/champs.txt
236,360,3b 5km,0:18:00.00,Michal Kapral,M,CAN,17/06/2007,1,https://thejoggler.blogspot.com/2007/06/joggling-fathers-day-5k.html
237,358,3b 10km,0:38:46.00,Samuel Dean,M,USA,19/04/2025,6,https://runsignup.com/Race/Results/54445/IndividualResult/cZkX?resultSetId=541950#U50715666
238,358,3b Half Marathon,1:25:45.00,Tyler Wishau,M,USA,16/11/2011,?,https://www.onlineraceresults.com/race/view_race.php?race_id=21745&re_NO=e.g.%2C+1946&re_FN=e.g.%2C+Joe&re_LN=Wishau&re_CITY=&re_STATE=&re_DIVISION=&submit_action=select_result&race_id=21745#results      https://www.dmu.edu/blog/2012/03/joggler-juggles-more-than-medical-school/
239,358,3b Marathon,3:07:46.00,Michal Kapral,M,CAN,25/09/2005,20,
240,357,3b 100m,0:00:16.40,Sydney Paugh,F,0,21/07/2012,?,IJA Database
241,357,3b 100m,0:00:16.29,Trish Evans,F,USA,20/07/2011,?,IJA Database
242,357,3b 100m,0:00:16.13,Amanda Richter,F,0,14/07/2009,?,https://dev.juggle.org/history/champs/champs2009.php
243,356,3b 5km,0:18:02.00,Michal Kapral,M,CAN,15/06/2008,0,https://thejoggler.blogspot.com/2008/06/joggler-wins-race-outright.html
244,356,3b 5km,0:18:02.80,Samuel Dean,M,USA,2023,?,IJA Database
245,352,3b Marathon,3:08:26.00,Michal Kapral,M,CAN,26/05/2024,2,https://www.instagram.com/p/C7emxQTxVVN/
246,352,3b 5km,0:18:04.00,Samuel Dean,M,USA,15/08/2023,?,https://www.strava.com/activities/9655725241
247,351,3b Half Marathon,1:26:04.00,Scott Jenkins,M,GBR,30/03/2025,0,https://www.strava.com/activities/14027128990
248,351,3b Half Marathon,1:26:04.00,Chris Edwin,M,GBR,02/03/2025,0,https://www.strava.com/activities/13766449529
249,351,3b Half Marathon,1:26:04.00,Scott Jenkins,M,GBR,02/03/2025,1,https://www.strava.com/activities/13766448454
250,351,3b Mile,0:05:15.94,Sean McLoughlin,M,0,17/07/1982,?,http://www.juggling.org/orgs/ija/champs.txt
251,350,3b Half Marathon,1:26:07.00,Samuel Dean,M,USA,19/05/2024,1,"https://runsignup.com/Race/Results/132944/?resultSetId=382322#resultSetId-457438;perpage:100  https://www.strava.com/activities/11448641958
"
252,349,3b 800m,0:02:20.00,Eric Walter,M,USA,20/07/2013,?,IJA Database
253,348,3b 5km,0:18:06.00,Scott Jenkins,M,GBR,19/04/2025,0,https://www.parkrun.org.uk/edinburgh/results/717/  https://www.strava.com/activities/14220044467
254,348,3b Mile,0:06:47.00,Heather Marriott,F,USA,06/08/1997,?,https://dev.juggle.org/history/champs/champs1997.php
255,344,3b 10km,0:39:03.00,Dominic Lodge,M,GBR,06/09/2025,1,
256,344,3b Marathon,3:09:13.00,Chris Edwin,M,GBR,14/05/2023,1,https://www.strava.com/activities/9069308254
257,344,3b Mile,0:05:16.00,Mike Hebebrand,M,USA,21/07/1990,?,http://www.juggling.org/orgs/ija/champs.txt
258,342,3b 5km,0:18:09.00,Scott Jenkins,M,GBR,04/04/2026,0,https://www.parkrun.org.uk/burnham and highbridge/results/486/
259,340,3b Mile,0:06:49.28,Lana Bolin,F,USA,05/08/2000,?,https://dev.juggle.org/history/champs/champs2000.php
260,339,3b 10km,0:39:08.00,Scott Jenkins,M,GBR,19/01/2025,2,https://www.strava.com/activities/13517740366 https://my.raceresult.com/323949/#0_2F3B1C
261,338,3b Half Marathon,1:26:39.00,Scott Jenkins,M,GBR,14/09/2025,0,https://www.strava.com/activities/15806757852
262,336,3b 1500m,0:04:54.08,Scott Jenkins,M,GBR,30/05/2025,0,Manually timed by Sam Dean. https://www.strava.com/activities/14645861689
263,334,3b 5km,0:18:13.00,Scott Jenkins,M,GBR,20/09/2025,0,https://www.parkrun.org.uk/riverfront/results/363
264,334,3b 5km,0:18:13.00,Scott Jenkins,M,GBR,08/03/2025,0,https://www.strava.com/activities/13766449529
265,332,3b 800m,0:02:21.60,Scott Jenkins,M,GBR,29/07/2025,0,https://www.strava.com/activities/15279159052
266,332,3b Marathon,3:10:30.00,Chris Edwin,M,GBR,16/04/2023,0,
267,332,3b Half Marathon,1:26:55.00,Jordan Evans,M,GBR,30/09/2018,?,
268,332,3b 800m,0:02:21.80,Michael-Lucien Bergeron,M,CAN,25/07/2015,?,IJA Database
269,332,3b 800m,0:02:21.00,Tyler Wishau,M,USA,14/07/2009,?,https://dev.juggle.org/history/champs/champs2009.php
270,332,3b 10km,0:39:17.00,Michal Kapral,M,CAN,01/03/2009,0,https://thejoggler.blogspot.com/2009/03/worlds-best-10k-joggling-update.html
271,330,3b 400m,0:01:01.97,Scott Jenkins,M,GBR,03/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
272,330,3b 400m,0:01:01.59,Scott Jenkins,M,GBR,17/05/2026,0,https://youtu.be/jv8da1bQDBs?si=cGLUloPRCY6y-fNN
273,330,3b 400m,0:01:01.90,Michael-Lucien Bergeron,M,CAN,25/07/2015,?,IJA Database
274,330,3b 400m,0:01:01.00,Trey Newsome,M,USA,18/07/2006,?,https://dev.juggle.org/history/champs/champs2006.php
275,328,3b 5km,0:18:16.00,Scott Jenkins,M,GBR,04/08/2025,?,EJC results in Joggler's United Group
276,327,3b 10km,0:39:23.00,Samuel Dean,M,USA,16/03/2024,2,https://www.strava.com/activities/10971982364
277,325,3b Half Marathon,1:27:14.00,Michal Kapral,M,CAN,07/12/2008,15,https://www.caymancompass.com/2008/12/11/keeping-pace-is-a-balancing-act/
278,321,3b Marathon,3:11:36.00,Samuel Dean,M,USA,31/08/2024,7,https://www.strava.com/activities/12292141500
279,319,3b 5km,0:18:21.00,Chris Edwin,M,GBR,01/10/2023,?,https://www.strava.com/activities/9956880609
280,319,3b 10km,0:39:32.00,Jordan Evans,M,GBR,26/11/2017,?,https://www.strava.com/activities/1291259819 https://www.thepowerof10.info/resultsfiles/2017/222094_7901_05122017010351_GLOS.pdf
281,319,3b 5km,0:18:21.00,Reese Edwards,M,0,06/08/1997,?,https://dev.juggle.org/history/champs/champs1997.php
282,318,3b 800m,0:03:02.20,Katie Burgess,F,0,02/08/2014,?,IJA Database
283,317,3b Half Marathon,1:27:35.00,Chris Edwin,M,GBR,01/03/2026,0,https://www.runthroughrankings.com/rankings/profile/286606
284,317,3b Marathon,3:12:05.00,Michal Kapral,M,CAN,12/10/2008,?,
285,316,3b 800m,0:02:22.30,Sterling Franklin,M,USA,2020,?,IJA Database
286,313,3b Marathon,3:12:28.00,Chris Edwin,M,GBR,27/04/2025,2,https://mel-active-eventresults-webdynamiccontent.azurewebsites.net/finishcertificate/pdf?eventId=7315035702770155264&raceId=493116&bib=4101&format=pdf
287,313,3b 5km,0:18:24.00,Chris Edwin,M,GBR,20/04/2024,0,https://www.strava.com/activities/11223208296
288,313,3b Half Marathon,1:27:48.00,Scott Jenkins,M,GBR,28/05/2023,2,https://www.strava.com/activities/9154792920
289,313,3b 5km,0:24:37.00,Katie Burgess,F,0,15/07/2017,?,https://www.juggle.org/enewsletter/2017-07
290,313,3b 5km,0:24:37.80,Katie Burgess,F,0,15/07/2017,?,IJA Database
291,311,3b 5km,0:18:25.00,Dominic Lodge,M,GBR,04/08/2025,?,EJC results in Joggler's United Group
292,310,3b Mile,0:05:21.00,Scott Jenkins,M,GBR,08/08/2026,?,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
293,310,3b Mile,0:05:21.00,Stijn Westerbeek,M,NLD,08/08/2026,?,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
294,310,3b Mile,0:05:21.00,Aaron Scott,M,USA,14/07/2020,1,https://www.youtube.com/watch?v=OM97KJQIVAM
295,309,3b 10km,0:39:45.00,James McDiarmid,M,GBR,22/09/2024,?,https://www.mens10k.com/results?event=998&name=james&running_number=&rs=390&gender=&age_category=  https://www.instagram.com/p/DAOqLnPI5MM/
296,308,3b Half Marathon,1:28:01.00,Dominic Lodge,M,GBR,26/04/2026,?,https://www.fyldecoastrunners.com/uploads/5/2/4/9/52490083/festhalf26.pdf
297,308,3b 5km,0:18:27.00,Samuel Dean,M,USA,31/05/2025,0,https://www.parkrun.us/howardteminlakeshorepath/results/216/  https://www.strava.com/activities/14655044998
298,308,3b 5km,0:24:42.00,Morgan Anderson,F,0,2018,?,https://sites.google.com/site/guelph5kjoggling/results
299,307,3b Half Marathon,1:28:03.00,Scott Jenkins,M,GBR,27/04/2025,0,https://www.strava.com/activities/14299457163  https://www.fyldecoastrunners.com/uploads/5/2/4/9/52490083/festhalf2025.pdf
300,307,3b Marathon,3:13:06.00,Jean-Marc Doiron,M,CAN,20/10/2024,7,"https://www.instagram.com/p/DBZfbJGxxEf/

https://sportstats.one/results/142384"
301,306,3b Marathon,3:13:12.00,Michael-Lucien Bergeron,M,CAN,17/04/2017,4,
302,305,3b Half Marathon,1:28:08.00,Samuel Dean,M,USA,24/09/2023,4,https://www.strava.com/activities/9912752839
303,301,3b 800m,0:02:23.60,Tyler Wishau,M,USA,20/07/2010,?,https://dev.juggle.org/history/champs/champs2010.php
304,301,3b 800m,0:02:23.50,Len Ferman,M,USA,15/07/2008,?,https://dev.juggle.org/history/champs/champs2008.php
305,301,3b 800m,0:02:23.50,Sterling Franklin,M,USA,2021,?,IJA Database
306,300,3b 1500m,0:04:59.96,Jonathan Abbott,M,USA,11/07/2024,?,"IJA Database, Giduz 1500m"
307,300,3b 5km,0:18:31.00,Samuel Dean,M,USA,25/05/2024,0,https://www.strava.com/activities/11497983220 https://results.itsracetime.com/results.aspx?CId=17095&RId=4417&EId=2
308,299,3b 10km,0:39:57.00,James McDiarmid,M,GBR,22/10/2023,0,https://www.myrunning.uk/mens-10k-edinburgh/results-stats?entry_id=1433665&race_number=10355&people_id=701492
309,298,3b 5km,0:18:32.00,Chris Edwin,M,GBR,19/04/2025,0,https://www.parkrun.org.uk/edinburgh/results/717/  https://www.strava.com/activities/14220474253
310,298,3b Half Marathon,1:28:28.00,Michael-Lucien Bergeron,M,CAN,17/05/2015,?,https://www.sportstats.ca/display-results.xhtml?raceid=25949&status=results&lastname=Bergeron    https://www.facebook.com/664250217053533/posts/pfbid02AgUtA5gMLKM8xnTKednYBmKC4xshKLLrVbZs8PcD2xoLobwPAifzwaotF4kj43N2l/?app=fbl
311,297,3b Mile,0:05:23.00,John Ellwanger,M,USA,21/07/1984,?,http://www.juggling.org/orgs/ija/champs.txt
312,296,3b Half Marathon,1:28:35.80,Dominic Lodge,M,GBR,16/11/2025,?,P10! https://watchtree.co.uk/wp-content/uploads/2025/11/provisional-resultshalf-marathon-2025-Google-Sheets.pdf
313,296,3b Marathon,3:14:19.00,Daniel Raum,M,AUT,13/04/2019,?,https://linzmarathon.r.mikatiming.de/2019/?pid=search
314,296,3b 200m,0:00:34.34,Lana Bolin,F,USA,05/08/2000,?,https://dev.juggle.org/history/champs/champs2000.php
315,295,3b 400m,0:01:02.43,Stijn Westerbeek,M,NLD,06/08/2026,?,https://drive.google.com/file/d/1qnrcWsPurOdbl_2fbmmvB_rNF_XWH7Ph/view?usp=sharing
316,295,3b Marathon,3:14:25.00,Chris Edwin,M,GBR,26/05/2024,2,https://www.strava.com/activities/11501501012
317,295,3b 400m,0:01:02.70,Mark Fiore,M,USA,25/07/2015,?,IJA Database
318,295,3b 400m,0:01:02.50,Matt Diffee,M,USA,13/07/2004,?,https://dev.juggle.org/history/champs/champs2004.php
319,295,3b 400m,0:01:02.20,Albert Lucas,M,USA,13/08/1994,?,https://dev.juggle.org/history/champs/champs1994.php
320,295,3b 400m,0:01:02.40,Sterling Franklin,M,USA,2020,?,IJA Database
321,293,3b Half Marathon,1:28:43.00,Scott Jenkins,M,GBR,01/03/2026,?,https://www.runthroughrankings.com/rankings/profile/718361
322,293,3b 5km,0:18:35.90,Mike Hebebrand,M,USA,24/07/1993,?,http://www.juggling.org/orgs/ija/champs.txt
323,292,3b Half Marathon,1:28:46.00,Scott Jenkins,M,GBR,16/02/2025,0,https://www.strava.com/activities/13640782249
324,292,3b Half Marathon,1:28:47.00,James McDiarmid,M,GBR,10/03/2024,?,https://invernesshalfmarathon.co.uk/results/1/2024/
325,288,3b 5km,0:18:38.80,Tyler Wishau,M,USA,20/07/2011,?,IJA Database
326,287,3b 600m,0:01:43.00,Sterling Franklin,M,USA,2021,?,IJA Database
327,285,3b 800m,0:02:24.97,Jonathan Abbott,M,USA,11/07/2024,?,IJA Database
328,285,3b 200m,0:00:28.46,Mark Fiore,M,USA,11/07/2024,?,IJA Database
329,285,3b 200m,0:00:28.91,Chris Lovdal,M,USA,20/07/2011,?,IJA Database
330,285,3b 200m,0:00:28.75,Trey Newsome,M,USA,19/07/2005,?,https://dev.juggle.org/history/champs/champs2005.php
331,284,3b Mile,0:05:25.63,Dominic Lodge,M,GBR,17/05/2026,0,https://youtu.be/yeAhMs8cxGs?si=zl-8Qt0RWwtn6bH9
332,284,3b Mile,0:05:25.00,Michel Lauziere,M,CAN,23/07/1983,?,http://www.juggling.org/orgs/ija/champs.txt
333,283,3b Half Marathon,1:29:12.00,James McDiarmid,M,GBR,17/11/2024,2,https://docs.google.com/spreadsheets/d/1xG136D94wNXM98BcByv_nZc7rszIR8WUljIfApThARk/edit?fbclid=IwY2xjawGpmTJleHRuA2FlbQIxMQABHWp8OfxOUxsaM-ty_Qqemjc3TGKVDC3alC-gNi33uGxyg1BPMsIXyaKgSw_aem_G64t2d7Le1K2E2_3y2MXPA
334,282,3b 5km,0:18:41.00,Scott Jenkins,M,GBR,29/08/2025,0,https://www.strava.com/activities/15630356423
335,282,3b 5km,0:18:41.00,Scott Jenkins,M,GBR,07/09/2024,0,https://www.parkrun.org.uk/armley/results/252/  https://www.strava.com/activities/12346919109
336,281,3b 400m,0:01:21.70,Katie Burgess,F,0,02/08/2014,?,IJA Database
337,279,3b 5km,0:18:43.00,Darin Marriott,M,USA,06/08/1997,?,https://dev.juggle.org/history/champs/champs1997.php
338,278,3b Mile,0:05:26.74,Todd McLeish,M,0,18/07/1987,?,http://www.juggling.org/orgs/ija/champs.txt
339,276,3b Mile,0:07:06.00,Heather Marriott,F,USA,30/07/1999,?,IJA Database
340,275,3b 5km,0:18:45.00,Dominic Lodge,M,GBR,30/08/2025,?,https://www.parkrun.org.uk/huddersfield/results/646/
341,275,3b 10km,0:40:28.00,Scott Jenkins,M,GBR,13/05/2023,0,https://www.strava.com/activities/9062494677
342,273,3b Half Marathon,1:29:44.00,Scott Jenkins,M,GBR,06/10/2024,0,"https://www.strava.com/activities/12588594690

https://www.greatrun.org/results/1261/?search=Jenkins"
343,273,3b 1500m,0:05:03.00,Michel Lauziere,M,CAN,18/07/1981,?,"Email exchange inc photo of newpaper article, http://www.juggling.org/orgs/ija/champs.txt"
344,272,3b 5km,0:18:47.50,Tyler Wishau,M,USA,14/07/2009,?,https://dev.juggle.org/history/champs/champs2009.php
345,272,3b Mile,0:07:07.00,Heather Marriott,F,USA,15/07/1998,?,IJA Database
346,272,3b 5km,0:18:47.95,Marty Gardella,M,0,17/07/1982,?,http://www.juggling.org/orgs/ija/champs.txt
347,271,3b 800m,0:02:25.30,Trey Newsome,M,USA,18/07/2006,?,https://dev.juggle.org/history/champs/champs2006.php
348,271,3b Mile,0:05:27.00,Albert Lucas,M,USA,20/07/1996,?,https://dev.juggle.org/history/champs/champs1996.php
349,269,3b Half Marathon,1:29:56.00,Tim Ebersole,M,USA,12/09/2020,0,https://falconracetiming.com/racetimes/Harrisburg%20Half%20Overall%202020.htm
350,268,3b 5km,0:18:49.00,Scott Jenkins,M,GBR,27/09/2025,1,https://www.parkrun.org.uk/merthyr/results/341
351,267,3b Half Marathon,1:30:01.00,Jordan Evans,M,GBR,22/10/2017,?,https://www.strava.com/activities/1241841107
352,267,3b 600m,0:01:44.90,Sterling Franklin,M,USA,2020,?,IJA Database
353,265,3b 5km,0:18:51.00,Jordan Evans,M,GBR,10/03/2018,?,https://www.strava.com/activities/1445037548  https://www.parkrun.org.uk/gloucestercity/results/2/
354,265,3b Mile,0:05:28.55,Billy Gillen,M,USA,18/07/1987,?,http://www.juggling.org/orgs/ija/champs.txt
355,264,3b 800m,0:03:08.00,Lauren Rice,F,0,18/07/2006,?,https://dev.juggle.org/history/champs/champs2006.php
356,261,3b 400m,0:01:03.54,Stijn Westerbeek,M,NLD,09/08/2025,0,EJC results in Joggler's United Group
357,261,3b 400m,0:01:03.89,Samuel Dean,M,USA,19/07/2025,?,IJA Database
358,261,3b 5km,0:18:53.00,Samuel Dean,M,USA,14/04/2024,?,https://www.strava.com/activities/11181858418
359,261,3b 400m,0:01:03.80,Chris Lovdal,M,USA,21/07/2012,?,IJA Database
360,261,3b 400m,0:01:03.10,Chris Lovdal,M,USA,20/07/2011,?,IJA Database
361,261,3b 400m,0:01:03.60,Tyler Wishau,M,USA,20/07/2011,?,IJA Database
362,261,3b 400m,0:01:03.25,David Ferman,M,USA,14/07/2009,?,https://dev.juggle.org/history/champs/champs2009.php
363,261,3b 400m,0:01:03.10,Chris Essick,M,USA,13/07/2004,?,https://dev.juggle.org/history/champs/champs2004.php
364,261,3b 400m,0:01:03.90,Sterling Franklin,M,USA,2024,?,IJA Database
365,261,3b 400m,0:01:03.90,Sterling Franklin,M,USA,2021,?,IJA Database
366,260,3b 5km,0:18:54.00,Scott Jenkins,M,GBR,23/05/2026,0,https://www.parkrun.org.uk/edinburgh/results/774/
367,260,3b 5km,0:18:54.00,Jordan Evans,M,GBR,23/09/2017,0,https://www.strava.com/activities/1197014312
368,259,3b Mile,0:05:29.00,Chris Edwin,M,GBR,01/10/2023,?,https://www.strava.com/activities/9956880609
369,259,3b Mile,0:05:29.00,Andrew Head,M,0,23/07/1983,?,http://www.juggling.org/orgs/ija/champs.txt
370,259,3b Mile,0:05:29.00,Paul Williams,M,0,17/07/1982,?,http://www.juggling.org/orgs/ija/champs.txt
371,258,3b 5km,0:18:55.00,Scott Jenkins,M,GBR,09/08/2025,0,https://www.parkrun.co.nl/sonsbeek/results/199/
372,258,3b 5km,0:18:55.00,Michael-Lucien Bergeron,M,CAN,21/05/2016,?,https://www.sportstats.ca/display-results.xhtml?raceid=29483
373,256,3b 800m,0:02:26.40,Len Ferman,M,USA,02/08/2014,?,IJA Database
374,255,3b 5km,0:18:57.00,Jordan Evans,M,GBR,01/01/2022,2,
375,253,3b Mile,0:05:30.09,Troy Fitzgerald,M,0,25/07/2015,?,http://www.juggling.org/orgs/ija/champs.txt
